"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"HL","Linear",0.0691378467669277,0.0449395647427481,0.116031606277718,0.00201956447926765
"HL²","Quadratic",-0.0760360007350176,0.062066030897844,0.202910800498447,0.00385219219141212
