"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"WT","Linear",-0.0943493742640029,0.0456710882310841,0.0358091107407509,0.00208584830021147
"WT²","Quadratic",-0.0413471658675293,0.052177650341478,0.321540693542714,0.00272250719515754
