"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"TL","Linear",-0.132371564338776,0.0413180907875325,0.0024278232997004,0.00170718462632678
"TL²","Quadratic",-0.171830973467527,0.0727013103015189,0.0196945423364785,0.00528548051955774
