"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"body","Linear",0.0275253789191011,0.008861587367548,0.00198380166209185,7.85277306726863e-05
"eye","Linear",-0.00581693759109364,0.00813589363038869,0.473697499409728,6.61927651649992e-05
"body²","Quadratic",-0.0109178540872481,0.0137336768975636,0.139153609308903,0.000188613881126673
"eye²","Quadratic",-0.00248358898158364,0.0112644738950319,0.721933554065577,0.000126888372131856
"body × eye","Correlational",-0.01948136489193,0.00921487003877647,0.029413645674374,8.49138298315402e-05
