"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"noseangle","Linear",0.00759041214235743,0.0114167310919254,0.495148207760001,0.000130341748825336
"noseangle²","Quadratic",0.00705006616043385,0.0109022718096589,0.613512781544538,0.000118859530611682
