"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"jaw","Linear",0.134683693305594,0.0709393799005809,0.0591771023477764,0.00503239562067894
"body","Linear",0.10120795443751,0.0729452205615695,0.166973175410153,0.00532100520277602
"jaw²","Quadratic",0.23107664515885,0.135925515627846,0.0908346575694017,0.0184757457986958
"body²","Quadratic",0.0994188094418807,0.151832390828962,0.513427616789044,0.0230530749048387
"jaw × body","Correlational",0.178344846460789,0.113254068463796,0.117054928097218,0.0128264840236022
