"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"jaw","Linear",-0.141034991733178,0.0905340016235718,0.120986764858471,0.0081964054499769
"jaw²","Quadratic",-0.0940333203993219,0.146066027464093,0.5205201205739,0.0213352843791412
