"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"nasal","Linear",-0.00655894832648143,0.00780929525038302,0.390007602165232,6.09850923076548e-05
"nasal²","Quadratic",-0.00782783685120035,0.0112714934374508,0.472640972252703,0.000127046564310496
