"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"noseangle","Linear",0.00707840949410904,0.00843169635660256,0.449036988557168,7.10935034499449e-05
"body","Linear",0.0249604444367282,0.00908003284348384,0.00628190742526296,8.24469964387453e-05
"noseangle²","Quadratic",0.00381187932034654,0.0120694151696828,0.814816426077481,0.00014567078253817
"body²","Quadratic",-0.0153826455981676,0.0145602238335163,0.146029010144367,0.000212000118082096
"noseangle × body","Correlational",0.00515397970917071,0.0103483824772257,0.659828369368707,0.000107089019894952
