"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"jaw","Linear",-0.000239817691263853,0.00883666112264647,0.978225649869611,7.80865797964916e-05
"eye","Linear",-0.00307772590187705,0.00858768636435798,0.719842884336941,7.374835709258e-05
"jaw²","Quadratic",-0.0238414089476079,0.0144707636458691,0.0607294360410212,0.000209403000494608
"eye²","Quadratic",0.00557739425455708,0.0115676527384182,0.791103829915994,0.000133810589876633
"jaw × eye","Correlational",0.0176354291872565,0.00909457379503384,0.0345057258770279,8.27112725133161e-05
