"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"jaw","Linear",-0.00961116872350705,0.00952622513704496,0.304418094192376,9.07489653616672e-05
"jaw²","Quadratic",-0.0313274026924801,0.0138954611316181,0.0251586536264473,0.00019308384006031
