"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"nasal","Linear",-0.00392986446362831,0.00781416119336196,0.608410951206203,6.1061115155844e-05
"body","Linear",0.026378848821431,0.00885053678326958,0.00296331865871316,7.83320013520078e-05
"nasal²","Quadratic",-0.00641579407452091,0.011295559877762,0.560478577195067,0.000127589672952108
"body²","Quadratic",-0.0108387276436645,0.0139433152595169,0.217844588458894,0.000194416040426276
"nasal × body","Correlational",-0.000720672208316099,0.00885137405681284,0.957936236993798,7.83468226936193e-05
