"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"pmx","Linear",-0.123826597723047,0.0839547219787847,0.141933525287161,0.00704839534253503
"pmx²","Quadratic",-0.0338829984758035,0.150087950280452,0.821641737825452,0.0225263928193874
