"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"body","Linear",-0.036907766434849,0.0978640763085872,0.706507071079016,0.00957737743173299
"body²","Quadratic",-0.0388256739470582,0.158918367907097,0.807259889051506,0.0252550476582554
