"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"jaw","Linear",0.0536849498572755,0.0782168456456218,0.493345172102898,0.00611787494275103
"pmx","Linear",0.0616465879844476,0.0770666222478808,0.424787175740011,0.00593926426469756
"jaw²","Quadratic",0.0663567476355417,0.163086558353677,0.684573821314979,0.0265972255156473
"pmx²","Quadratic",0.00962372142659967,0.170979966572967,0.955175980470366,0.029234148969293
"jaw × pmx","Correlational",-0.0125851195906614,0.140470909118742,0.928709675588119,0.0197320763086458
