"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"pmx","Linear",-0.00707365777049118,0.00883640959059086,0.422821089471394,7.80821344526861e-05
"pmx²","Quadratic",-0.0284628144622864,0.0145304503087934,0.0516372339658773,0.000211133986176315
