"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"pmx","Linear",0.117477441497696,0.0684935942781951,0.087990352934275,0.004691372457146
"noseangle","Linear",0.0489862192927974,0.0549461349999008,0.373802076732928,0.00301907775142732
"pmx²","Quadratic",0.0535391521384985,0.146319731262474,0.714860759645452,0.0214094637567225
"noseangle²","Quadratic",-0.0177867082274017,0.0794237301186057,0.823049713846222,0.00630812890595311
"pmx × noseangle","Correlational",0.0411102201282853,0.0887934194557294,0.643926632115708,0.0078842713386411
