"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"jaw","Linear",0.0903565622160263,0.0636082537258807,0.157140598470165,0.00404600994205602
"noseangle","Linear",0.0112096472362836,0.050276691619993,0.823813299729011,0.00252774572025187
"jaw²","Quadratic",0.0653120841716039,0.116263422208119,0.574970998681632,0.0135171833435432
"noseangle²","Quadratic",-0.0161009734934906,0.0711916354859697,0.821327787165384,0.00506824896316717
"jaw × noseangle","Correlational",-0.0732373134893467,0.0725482849479378,0.314076311182309,0.00526325364888717
