"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"noseangle","Linear",-0.0381739221853998,0.104497322468454,0.715297293293075,0.010919690403076
"noseangle²","Quadratic",0.0273462092336712,0.0906714350208237,0.763298240313943,0.00822130912873545
